Sr No,date,startup,vertical,subvertical,city,investors,round,amount,year,month
954,2017-03-09,Magicbricks,Software,Online Real Estate Portal,Mumbai,Times Internet Ltd,Unknown,37.125,2017,3
955,2017-03-10,Peebuddy,Healthcare & Hospitality,Female Hygiene Product Manufacturer,Delhi,Indian Angel Network,Seed Funding,3.65475,2017,3
956,2017-03-10,Iorderfresh,E-Commerce,Online Fresh Fruits And Grocery Store,Delhi,Singapore Angel Network,Seed Funding,0.0,2017,3
957,2017-03-10,Lavelle Networks,Software,Sdn Solutions,Bangalore,Ideaspring Capital,Seed Funding,4.95,2017,3
958,2017-03-10,Propertyshare,Software,Fractional Proerty Ownership  Rental Platform,Bangalore,"Asuka, Pravega Ventures, BEENEXT",Seed Funding,0.0,2017,3
959,2017-03-14,Mydermacy,Software,Online Dermatology Consultation Platform,Delhi,Cyber Carrier,Unknown,0.0,2017,3
960,2017-03-15,Latestone,E-Commerce,Tech Accessories E-Tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Unknown,27.6375,2017,3
961,2017-03-15,Frapperz,Software,On-Demand Home Services Provider,Kolkata,Undisclosed Investor,Seed Funding,0.825,2017,3
962,2017-03-16,Mpaani,Software,Loyalty Rewards App,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Unknown,11.1375,2017,3
963,2017-03-16,Shilpmis,Software,Virtual Reality Platform,Surat,"Puneet Gupta, Nimitt Desai & Others",Seed Funding,0.0,2017,3
964,2017-03-16,Popxo,Software,Digital Media Publication For Women,Delhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Unknown,25.575,2017,3
965,2017-03-16,Fitso,Software,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding,1.65,2017,3
966,2017-03-17,Farmart,Software,Farming Rental Equipment Provider,Gurgaon,Indian Angel Network,Seed Funding,0.0,2017,3
967,2017-03-21,Flipkart,E-Commerce,Ecommerce Marketplace,Bangalore,"Microsoft, eBay, Tencent Holdings",Unknown,11550.0,2017,3
968,2017-03-21,Airpay,Software,Online Payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Unknown,30.2775,2017,3
969,2017-03-21,Myglamm,Software,On-Demand Beauty Services,Mumbai,LOccitane,Unknown,43.725,2017,3
970,2017-03-22,The Mons Co,E-Commerce,Pregothercy  Baby Care Etailer,Delhi,"Shripad Nadkarni, Nandu Nandkishore",Seed Funding,0.0,2017,3
971,2017-03-22,Haqdarshak,Software,Tech-Enabled Social Enterprise,Bangalore,"Ravi Saxena, Sandeep Raju,",Seed Funding,1.57575,2017,3
972,2017-03-23,Ixigo,Software,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Unknown,123.75,2017,3
973,2017-03-23,Markets And Markets,Software,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Unknown,462.0,2017,3
974,2017-03-24,Bizom,Software,Supply Chain Automation Platform,Bangalore,Ojas Ventures,Seed Funding,3.1515,2017,3
975,2017-03-24,Babyonboard,Software,Parenting Mobile App,Bangalore,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",Seed Funding,0.0,2017,3
976,2017-03-24,Delhivery,Software,Tech Enabled Fulfilment  Logistics Solutions,Delhi,"Carlyle Group, Tiger Global",Unknown,825.0,2017,3
977,2017-03-27,Sport Flashes,Software,Sports Based Online Media Portal,Delhi,"Vikas Bajaj, Amit Kharbanda,",Seed Funding,0.0,2017,3
978,2017-03-28,Fynd,E-Commerce,Online Fashion Marketplace,Mumbai,Venture Catalysts,Unknown,4.125,2017,3
979,2017-03-28,Wigzo,Software,Enterprise Automation Suite,Delhi,3one4 capital,Unknown,0.0,2017,3
980,2017-03-28,Donething,Software,On-Demand Personal Assistant Service,Gurgaon,Brand Capital,Unknown,2.475,2017,3
981,2017-03-29,Zapyle,E-Commerce,Luxury Fashion Marketplace,Bangalore,Undisclosed Investors,Seed Funding,0.0,2017,3
982,2017-03-29,Ithaka,Software,Vacation Trip Planning Platform,Mumbai,"Ankit Gupta, Puneet Motihar",Seed Funding,2.68125,2017,3
983,2017-03-29,Perpule,E-Commerce,Self-Checkout Ecommerce App,Bangalore,KStart Capital,Seed Funding,5.3625,2017,3
984,2017-03-29,Byjus,Software,Online Education Platform,Bangalore,Verlinvest,Unknown,0.0,2017,3
985,2017-03-29,Licious,E-Commerce,Online Meat Ordering Platform,Bangalore,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",Unknown,82.5,2017,3
986,2017-03-29,Medinfi,Software,Doctor  Hospital Search Platform,Bangalore,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Seed Funding,0.4125,2017,3
987,2017-03-30,Indus Os,Software,Mobile Os Creator,Mumbai,"JSW Ventures, VenturEast",Unknown,0.0,2017,3
988,2017-03-30,Emflux Motors,Software,Electric Motorcycle Manufacturer,Bangalore,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta",Seed Funding,0.0,2017,3
989,2017-03-30,Klinic App,Software,Pathology  Diagnostic Tests Portal,Gurgaon,Om Chaudhry,Seed Funding,0.0,2017,3
990,2017-03-31,Jhakaas,Software,Offline Business Aggregator App,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed Funding,1.27875,2017,3
991,2017-03-31,Oriano Solar,Software,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Unknown,24.75,2017,3
992,2017-03-31,Bigbasket,E-Commerce,Online Grocer,Bangalore,Trifecta Capital,Unknown,57.75,2017,3
993,2017-03-31,Rooter,Software,Sports Engagement Platform,Delhi,Intex Technologies,Unknown,0.0,2017,3
994,2017-03-31,Falconbrick,Software,Real-Estate Workflow Mobile App,Bangalore,"Satveer Thakral, LetsVenture, Mumbai Angels",Seed Funding,0.0,2017,3
995,2017-03-31,Icertis,Software,Erp Solutions Provider,Pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures, Eight Roads Ventures",Unknown,206.25,2017,3
996,2017-02-02,Clodura,Software,Intelligent Sales Assistant,Pune,Undisclosed Investors,Seed Funding,0.0,2017,2
997,2017-02-03,Stockroomio,Software,Curated Platform For Developers,Hyderabad,"Satya D Sinha, Gyanendra Singh",Seed Funding,0.0,2017,2
998,2017-02-06,Capital Float,Software,Online Lending Platform,Bangalore,IFMR Capital Finance,Unknown,20.625,2017,2
999,2017-02-06,Imanagemyhotel,Software,Hotel Management Solution,Kolkata,Jaarvis Accelerator,Seed Funding,0.0,2017,2
1000,2017-02-07,Inner Hour,Software,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed Funding,3.7125,2017,2
1001,2017-02-07,Travel Triangle,Software,Online Travel Agent Marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Unknown,82.5,2017,2
1002,2017-02-08,Wandertrails,Software,Online Travel Adventure  Activities Portal,Bangalore,Earlsfield Capital,Seed Funding,8.25,2017,2
1003,2017-02-08,Zenatix,Software,Iot Based Energy Monitoring  Control,Gurgaon,"pi Ventures, Blume Ventures",Unknown,9.9,2017,2
1004,2017-02-08,Cartrade,Software,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Unknown,453.75,2017,2
1005,2017-02-08,Mindyourfleet,Software,Car Rental Software Solutions,Noida,"Japan Vyas, Tarun Adlakha",Seed Funding,0.0,2017,2
1006,2017-02-08,Edurev,Software,Online Education Portal,Gurgaon,Facebook FB Start programme,Seed Funding,0.33,2017,2
1007,2017-02-09,Voonik,E-Commerce,Women Apparel  Lifestyle Etailer,Bangalore,"RB Investments, Sequoia Capital",Unknown,49.5,2017,2
1008,2017-02-09,1Crowd,Finance,Startup Crowd-Funding Platform,Mumbai,Ganesh Natarajan,Seed Funding,0.0,2017,2
1009,2017-02-09,Wooplr,E-Commerce,Women Fashion Portal,Bangalore,"Sistema Asia Fund, Amereus Group, Helion Ventures",Unknown,66.0,2017,2
1010,2017-02-10,48East,E-Commerce,Online Food Delivery Platform,Bangalore,Al Dhaheri family,Unknown,4.125,2017,2
1011,2017-02-10,Redesyn,Software,Tech Enabler For Artists,Mumbai,ThinQbate,Seed Funding,0.0,2017,2
1012,2017-02-13,Sigtuple,Software,Medical Automation Platform,Bangalore,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Unknown,47.85,2017,2
1013,2017-02-13,Flutura,Software,Decision Sciences Analytics Solutions,Bangalore,"Vertex Ventures, Lumis Partners",Unknown,61.875,2017,2
1014,2017-02-13,Wassup,Software,On Demand Laundry  Dry Cleaning Services,Chennai,Anil Jain & other HNIs,Unknown,26.4,2017,2
1015,2017-02-13,Better Mortgage,Software,Mortgage Offering Platform,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",Unknown,123.75,2017,2
1016,2017-02-13,Nurturey,Software,Parenting Mobile App,Delhi,Mohit Joshi & Others,Seed Funding,2.7225,2017,2
1017,2017-02-13,Fyle,Software,Expense Management Solution,Bangalore,Pravega Ventures,Seed Funding,3.3,2017,2
1018,2017-02-14,Gobumpr,Software,Online Bike  Car Services Provider,Chennai,"Mahalingam K, Girish Mathrubootham",Seed Funding,2.475,2017,2
1019,2017-02-14,Ccavenue,Software,Online Payment Gateway,Mumbai,Infibeam,Unknown,184.8,2017,2
1020,2017-02-14,Connaizen,Software,Data Analytics Platform,Delhi,Vikram Sud,Seed Funding,0.0,2017,2
1021,2017-02-15,Innov8,Software,Co-Working Space Platform,Delhi,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",Seed Funding,0.0,2017,2
1022,2017-02-15,Zestmoney,Software,Online Consumer Lending Platform,Bangalore,"PayU, Ribbit Capital, Omidyar Network",Unknown,53.625,2017,2
1023,2017-02-15,Airzaar,Software,Drone Operations Management Platform,Missourie,Quake Capital,Seed Funding,2.8875,2017,2
1024,2017-02-16,Truebil,Software,Online Marketplace For Used Cars,Mumbai,Shunwei Capital,Unknown,24.75,2017,2
1025,2017-02-16,Yourstory,Software,Online Media,Bangalore,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Unknown,24.75,2017,2
